GeneID,Length,logFC,logCPM,F,PValue,FDR,
Aldh-III,1756,-0.437570468,7.13143485,26.95304655,0.001787035,0.051272351,
,,,,,,,
AAEL007062-PA [Aedes aegypti] eval 0,2233,-0.550448663,7.119186055,26.88415632,0.001799,0.051392214,
,,,,,,,
achi,4653,-0.414199035,8.997650236,26.64118818,0.001842056,0.052395374,
,,,,,,,
FBgn0022786 eval 6e-07,200,-0.640206121,2.661577768,26.05114185,0.001952436,0.055296679,
,,,,,,,
CG5245_v3,6750,-0.426745342,6.287751583,25.89163496,0.001983769,0.05594397,
,,,,,,,
CG2852,375,-0.498867724,8.515233918,25.83540315,0.001994973,0.05602053,
,,,,,,,
CG10188,6315,-0.717520495,7.037251273,25.70984682,0.002020293,0.056491156,
,,,,,,,
CG3711,1736,-0.439878863,6.582949015,25.3181286,0.002102069,0.058529761,
,,,,,,,
Sbf,7100,-0.597394635,8.564675404,25.23310921,0.002120393,0.058742417,
,,,,,,,
Ire1,4083,-0.442743944,7.984445994,25.19540036,0.002128588,0.058742417,
,,,,,,,
CG42672,4734,-0.422668289,7.325209055,25.15957722,0.002136412,0.058742417,
,,,,,,,
CG43340 eval 5e-10,871,-1.111474176,1.475636536,25.06260713,0.002157781,0.059083818,
,,,,,,,
rho,3909,-0.508925182,5.773100897,25.0047631,0.002170664,0.059190945,
,,,,,,,
CG9945,2339,-0.453353328,7.193005739,24.89893183,0.002194497,0.059594584,
,,,,,,,
Taspase1,2948,-0.428394235,5.686267832,24.83938696,0.002208058,0.059717118,
,,,,,,,
bmm,2244,-0.421598662,8.836848076,24.66089171,0.002249381,0.060349874,
,,,,,,,
CG10492,3785,-0.511375151,7.810398007,24.65933616,0.002249745,0.060349874,
,,,,,,,
Mkp3,2593,-0.438250883,5.325614579,24.22730009,0.002354104,0.062893641,
,,,,,,,
unc-13_v2,2079,-1.15592683,2.277544019,23.89162531,0.002439642,0.064916119,
,,,,,,,
Dyrk2,2954,-0.619464571,6.28396466,23.75280141,0.002476218,0.065624756,
,,,,,,,
Madm,2528,-0.529725919,7.680683523,23.54043568,0.002533586,0.06684029,
,,,,,,,
CG32138,6000,-0.446781752,7.64840855,23.50858108,0.002542342,0.06684029,
,,,,,,,
GM130,2732,-0.445020368,6.877327629,23.36166813,0.002583246,0.067543076,
,,,,,,,
scra,4493,-0.499858557,7.814295779,23.33932179,0.002589544,0.067543076,
,,,,,,,
CG2852_v2,672,-0.5328171,9.130325978,23.24507284,0.00261633,0.067973071,
,,,,,,,
CG7979,1796,-0.607041357,6.039745633,23.08315188,0.00266321,0.06857947,
,,,,,,,
Snoo,6169,-0.610164422,6.936311132,23.0578664,0.002670631,0.06857947,
,,,,,,,
Abp1,3946,-0.688120365,6.916370295,23.05712825,0.002670848,0.06857947,
,,,,,,,
emc,1503,-0.459477104,7.79748786,22.95154708,0.002702134,0.068850511,
,,,,,,,
bbg_v2,6962,-0.545094314,4.334606813,22.9510894,0.00270227,0.068850511,
,,,,,,,
brat,5655,-0.852845363,7.822896898,22.89781394,0.002718242,0.068991075,
,,,,,,,
hoe1_v2,2542,-0.404453746,7.951145049,22.83881396,0.002736076,0.069177642,
,,,,,,,
CG7806,4416,-0.500900813,6.143985073,22.49092093,0.002844439,0.071248601,
,,,,,,,
Ent2,2074,-0.627741873,4.625296854,22.47751429,0.002848728,0.071248601,
,,,,,,,
dbo_v2,3071,-0.391417698,7.174739672,22.47236892,0.002850376,0.071248601,
,,,,,,,
CG13933,3869,-0.439309863,5.378033671,22.38512763,0.002878514,0.071680434,
,,,,,,,
CG17528,3827,-0.598801844,7.855319814,22.19889828,0.002939819,0.072931824,
,,,,,,,
CG3309,4956,-0.467346736,7.005035403,21.97072016,0.003017307,0.07454028,
,,,,,,,
CG2938,2472,-0.443366658,6.025813253,21.94201552,0.003027246,0.07454028,
,,,,,,,
krz,3089,-0.995140721,6.592569313,21.82652607,0.003067672,0.075254886,
,,,,,,,
CG31156_v2,820,-0.400797686,6.025006824,21.71518248,0.003107324,0.075887488,
,,,,,,,
me31B,1421,-0.361616501,10.71936511,21.68979985,0.003116458,0.075887488,
,,,,,,,
kug_v3,1276,-1.384778307,1.055279985,21.3886128,0.003227603,0.078304972,
,,,,,,,
CG9723,1618,-0.422329121,6.208212598,21.35675409,0.003239664,0.078309684,
,,,,,,,
CG4553,2597,-0.434404643,5.475136684,21.32392473,0.003252155,0.078324714,
,,,,,,,
LRP1_v3,2838,-0.653076129,2.599469607,21.10725507,0.003336212,0.080056945,
,,,,,,,
srl,5674,-0.763583581,8.053206339,21.02907514,0.003367246,0.080508892,
,,,,,,,
Dys,5701,-0.467494523,4.960934401,20.95829174,0.003395674,0.080529812,
,,,,,,,
cyr,2213,-0.695287112,3.404949411,20.95334185,0.003397674,0.080529812,
,,,,,,,
FBgn0036203 eval 0.006,1433,-0.398611245,5.416760412,20.93590497,0.003404731,0.080529812,
,,,,,,,
CG8596,1799,-0.408199225,6.620928088,20.83793685,0.003444743,0.081185214,
,,,,,,,
sd,1693,-0.427160964,5.389941614,20.64274665,0.003526335,0.082812406,
,,,,,,,
E(Pc),7227,-0.400329929,8.976453063,20.38747911,0.00363694,0.084917052,
,,,,,,,
kug_v2,1391,-1.263062861,1.510447154,20.37674327,0.003641692,0.084917052,
,,,,,,,
Naa60,1872,-0.583601028,5.866549502,19.99545863,0.003815903,0.088520408,
,,,,,,,
CG5913,1773,-0.383576014,6.617061316,19.98030755,0.003823051,0.088520408,
,,,,,,,
CG9727,4686,-0.424529376,7.543250579,19.94362955,0.003840429,0.088611854,
,,,,,,,
Marf_v2,1366,-0.540772599,6.858152459,19.61595089,0.004000412,0.091662218,
,,,,,,,
CG43867_v2,2537,-0.520723683,3.190860532,19.577351,0.004019834,0.091788526,
,,,,,,,
GH19050 [Drosophila grimshawi] eval 2e-23,227,-0.356088827,9.043805229,19.51406065,0.00405195,0.092202814,
,,,,,,,
CG5902,2209,-0.388109823,8.335273096,19.01538423,0.004317261,0.097629493,
,,,,,,,
mxt_v2,1745,-0.378922887,6.070482142,19.01041331,0.00432002,0.097629493,
,,,,,,,
CG42748 eval 0.001,1702,-0.452671875,7.075366622,18.94092912,0.004358826,0.098170289,
,,,,,,,
CG3164,3319,-0.388292476,7.362257585,18.85758457,0.004405984,0.098864144,
,,,,,,,
CG43340,6346,-0.506029108,9.137324665,18.83374367,0.004419597,0.098864144,
,,,,,,,
Leash,2265,-0.367694567,6.955141646,18.73170812,0.004478494,0.099795305,
,,,,,,,
CG11403,2758,-0.621846545,4.990197036,18.70946665,0.004491469,0.099795305,
,,,,,,,
gek,6255,-0.342209619,7.279048768,18.13808184,0.004842566,0.107220308,
,,,,,,,
Smox_v2,485,-0.421815749,5.353206408,18.08406404,0.004877611,0.107220308,
,,,,,,,
CG7029,5453,-0.36792393,7.336616451,18.07415042,0.004884079,0.107220308,
,,,,,,,
CG1486,3310,-0.395632812,6.992086431,18.06411727,0.004890637,0.107220308,
,,,,,,,
tub,1989,-0.591083965,5.804942917,18.02495571,0.004916344,0.107412823,
,,,,,,,
Pect,1228,-0.829055688,7.677895889,18.00128055,0.004931972,0.107412823,
,,,,,,,
TRAM,2042,-0.340473969,7.10602044,17.95441191,0.004963105,0.107735293,
,,,,,,,
lost,262,-0.335576668,9.182526693,17.76978985,0.0050883,0.110075609,
,,,,,,,
pigs,4052,-0.452050364,7.577504587,17.74665813,0.005104279,0.110075609,
,,,,,,,
Cyp304a1,2042,-0.344214804,7.601682745,17.69460268,0.005140482,0.110495244,
,,,,,,,
Ncoa6,7444,-0.389284603,8.421456075,17.61464736,0.005196753,0.111205334,
,,,,,,,
Fur1,5391,-0.397236444,6.651797808,17.5998998,0.005207221,0.111205334,
,,,,,,,
Mob2,2437,-0.400123242,5.465568663,17.18787931,0.0055113,0.11731957,
,,,,,,,
ana3,6232,-0.348952198,6.971225714,17.04793362,0.005619914,0.119246984,
,,,,,,,
CG34394_v3,4257,-0.493651629,7.787383579,16.9481358,0.005699104,0.1205397,
,,,,,,,
D12,3984,-0.408964377,6.97103872,16.72289882,0.005883333,0.124038712,
,,,,,,,
Marf,1740,-0.480820174,7.601136678,16.53787231,0.00604061,0.126949005,
,,,,,,,
CG1597_v2,2080,-0.41766425,7.00376876,16.24897837,0.006297489,0.131927403,
,,,,,,,
gd_v2,1584,-0.459203381,7.923909033,16.19318062,0.006348761,0.132580603,
,,,,,,,
Ude,995,0.493141867,3.298208158,15.97971763,0.006550083,0.13616231,
,,,,,,,
Chc,6835,-0.461944033,9.536077826,15.96782956,0.006561542,0.13616231,
,,,,,,,
CG12084,4079,-0.485887833,7.077744214,15.87524549,0.006651696,0.137600453,
,,,,,,,
LRP1,2388,-0.58794044,2.126787139,15.74295988,0.006783377,0.139885946,
,,,,,,,
CG5151,4413,-0.384858869,6.537722181,15.5821901,0.006948095,0.142836384,
,,,,,,,
AdipoR,2011,-0.323797896,7.709409804,15.53403558,0.006998461,0.143424979,
,,,,,,,
Npc1a,5359,-0.331464314,8.078947902,15.49560501,0.007039003,0.143809236,
,,,,,,,
CG8083,2522,-0.389129926,7.124644014,15.41566836,0.007124334,0.145103329,
,,,,,,,
CG4065,2404,-0.472030052,6.213096713,15.24917802,0.007306502,0.148355719,
,,,,,,,
CG11880,3000,-0.393632197,5.887508715,15.18140411,0.007382424,0.149414123,
,,,,,,,
CG7049,1000,-0.452019492,5.028776161,15.16238882,0.007403912,0.149414123,
,,,,,,,
sws,5119,-0.493428726,7.428701785,15.10035073,0.007474598,0.150380714,
,,,,,,,
CG6330_v2,1048,0.758531304,1.149162904,14.97130586,0.007624518,0.152930676,
,,,,,,,
gny,1461,-0.396016794,3.715367417,14.92659376,0.00767739,0.153524541,
,,,,,,,
ZnT41F,2124,-0.399025607,7.463185232,14.78412405,0.007849134,0.156484691,
,,,,,,,
CG34120,6384,-0.364133523,8.075819024,14.73223792,0.007912943,0.157281669,
,,,,,,,
CG13784,4493,-0.322806529,6.203229827,14.69990946,0.007953049,0.15760411,
,,,,,,,
AAEL007535-PA [Aedes aegypti] eval 0,2033,-0.459393763,3.307581338,14.64765065,0.00801845,0.158424399,
,,,,,,,
zf30C,2283,-0.371410422,4.848879042,14.6087179,0.008067637,0.158920401,
,,,,,,,
CG8184_v2,5622,-0.659898465,9.408333779,14.42600951,0.008303881,0.163087237,
,,,,,,,
Dok_v2,1025,0.610520818,1.608071418,14.38572397,0.008357199,0.163647357,
,,,,,,,
tefu,8922,-0.368375486,7.73519989,14.34932743,0.008405761,0.164111293,
,,,,,,,
zyd_v2,2378,-0.312902494,6.325092832,14.18927124,0.008623804,0.167871639,
,,,,,,,
Gli,1948,-0.307055773,7.267798312,13.93159699,0.008990837,0.174501571,
,,,,,,,
Eps-15_v2,1485,-0.319020481,6.340745892,13.83673552,0.009131162,0.1767054,
,,,,,,,
cnc,6070,-0.346987063,8.333021157,13.69617446,0.009344472,0.180304584,
,,,,,,,
CG14194,1881,-0.307244306,8.025472504,13.59554789,0.009501247,0.182795124,
,,,,,,,
CG1597,570,-0.377651183,5.396818526,13.45878304,0.009719959,0.186459329,
,,,,,,,
loqs,2784,-0.332031147,6.834408816,13.42189701,0.009780086,0.187068952,
,,,,,,,
CG7358,997,-0.30592992,6.229631676,13.40302845,0.009811034,0.187118535,
,,,,,,,
LM408,3479,-0.402825373,8.878149938,13.36523115,0.009873419,0.187765692,
,,,,,,,
CG8042,2050,-0.324487629,7.547257994,13.27335108,0.010027277,0.190143676,
,,,,,,,
Ehbp1,4987,-0.310303531,6.255588241,13.24502736,0.010075346,0.190507758,
,,,,,,,
Fbl6,3520,-0.349432456,7.158050851,13.22792324,0.010104522,0.19051354,
,,,,,,,
pum,7932,-0.466748676,6.728280265,13.17028553,0.010203667,0.191834752,
,,,,,,,
dysc,1443,-0.544731844,1.853654888,13.13313774,0.01026825,0.192387171,
,,,,,,,
CG4238,4892,-0.349765883,6.344806624,13.11544746,0.010299196,0.192387171,
,,,,,,,
HERC2,15864,-0.305481538,8.904617415,13.10330299,0.010320512,0.192387171,
,,,,,,,
CG1371,3892,-0.301976249,7.900680337,13.01528836,0.010476756,0.194749609,
,,,,,,,
pros,6663,-0.516380557,8.328015432,12.92357685,0.010642914,0.197197262,
,,,,,,,
CG12877,3096,-0.289989232,7.265406188,12.90978858,0.010668196,0.197197262,
,,,,,,,
Srp54,1837,-0.343477868,8.359689393,12.85943748,0.010761197,0.197824659,
,,,,,,,
CG9915,578,-0.477746756,6.670313477,12.85895535,0.010762093,0.197824659,
,,,,,,,
CG3570,891,0.454847652,2.818300352,12.84240655,0.010792898,0.197839812,
,,,,,,,
Wbp2,1576,-0.410562414,5.593097293,12.78797613,0.010895044,0.199158997,
,,,,,,,
Lmpt,3169,-0.405941763,6.555434675,12.68379477,0.011094156,0.202238498,
,,,,,,,
CG6758,2545,-0.351019458,6.13779401,12.64408902,0.01117131,0.202710166,
,,,,,,,
shg,5536,-0.481413709,8.173648913,12.63888928,0.011181467,0.202710166,
,,,,,,,
Mtp,2959,-0.291758221,9.361657466,12.62267371,0.011213219,0.202728854,
,,,,,,,
para_v2,2033,-0.641478255,2.768752252,12.55405868,0.011348906,0.204621388,
,,,,,,,
ash1,6091,-0.2911324,8.180356046,12.51125019,0.011434663,0.20560584,
,,,,,,,
aret,245,-0.28989172,7.642017419,12.44588068,0.011567282,0.206609782,
,,,,,,,
Atg101,969,-0.679493665,1.708893496,12.43583474,0.011587843,0.206609782,
,,,,,,,
Hmt-1,2709,-0.385305849,6.384583211,12.42547182,0.011609104,0.206609782,
,,,,,,,
CG3662,2032,-0.30510139,7.120316415,12.42224511,0.011615734,0.206609782,
,,,,,,,
pita,4769,-0.329501957,8.842103547,12.40549927,0.011650225,0.206666231,
,,,,,,,
CG10602,2784,-0.390459414,6.494121049,12.35484973,0.011755378,0.20797249,
,,,,,,,
CG7083,2290,-0.313329177,7.343170025,12.32083836,0.011826695,0.208084698,
,,,,,,,
Mppe,1925,-0.454303424,4.460076437,12.31057446,0.01184833,0.208084698,
,,,,,,,
hk,2273,-0.307618963,7.369760671,12.30677194,0.011856358,0.208084698,
,,,,,,,
Meltrin,4758,-0.298734324,7.606659318,12.29188841,0.011887851,0.208084698,
,,,,,,,
CG3107,626,-0.337010316,4.857089137,12.26923736,0.011935994,0.208374668,
,,,,,,,
ytr,2510,-0.758896653,5.616868748,12.22331184,0.0120344,0.209538276,
,,,,,,,
pcs,3013,-0.404824206,7.769380864,12.1453371,0.012203956,0.211931338,
,,,,,,,
CG11367,2664,-0.322334883,5.568916564,12.10102213,0.012301732,0.212673584,
,,,,,,,
vito,1000,0.363385025,5.445967868,12.09677632,0.012311155,0.212673584,
,,,,,,,
CG32699,3437,-0.467715771,8.362905379,12.06218255,0.012388283,0.213447202,
,,,,,,,
CG8192,914,0.587960003,1.691091087,12.03444381,0.012450591,0.213624631,
,,,,,,,
adat,2157,-0.285997795,5.961617534,12.02879727,0.012463325,0.213624631,
,,,,,,,
CG32164_v2,1276,0.296002669,8.204958671,11.99852614,0.012531889,0.214243363,
,,,,,,,
unc-13,2888,-0.479302407,3.730723618,11.96487211,0.012608704,0.214989984,
,,,,,,,
Patr-1,4643,-0.316353729,8.004289464,11.95092526,0.01264072,0.214989984,
,,,,,,,
CG44252,3019,-0.346087683,5.109925802,11.88234162,0.012799739,0.217134898,
,,,,,,,
CR40712_v2,1149,-0.549228228,6.407441221,11.6791767,0.01328664,0.224816767,
,,,,,,,
AAEL012336-PA [Aedes aegypti] eval 3e-27,4149,-0.604213504,8.361626343,11.62360058,0.013424099,0.226561706,
,,,,,,,
GATAd,3139,-0.400778778,3.93906057,11.50610701,0.013720967,0.230981285,
,,,,,,,
CG12713,886,0.400287224,4.163402897,11.43823716,0.013896428,0.232392201,
,,,,,,,
Mad_v2,2038,-0.315930739,8.263739072,11.42644451,0.013927218,0.232392201,
,,,,,,,
CG9932,8043,-0.319512697,7.637324031,11.40491297,0.013983669,0.232392201,
,,,,,,,
aret_v3,1036,-0.283844645,9.190327353,11.40381334,0.01398656,0.232392201,
,,,,,,,
CG43295,967,0.365717575,4.743197868,11.40305097,0.013988565,0.232392201,
,,,,,,,
Fas2,4630,-0.598071031,6.726210411,11.39260363,0.014016078,0.232392201,
,,,,,,,
CR40712_v3,238,-0.530166446,8.600810308,11.35330593,0.014120212,0.233104537,
,,,,,,,
Nipped-A,11799,-0.27051597,8.876310698,11.34974892,0.014129689,0.233104537,
,,,,,,,
aret_v4,216,-0.278147088,7.251562368,11.28902215,0.014292781,0.23520713,
,,,,,,,
Gli_v2,497,-0.351353158,5.483556698,11.27261661,0.014337268,0.235352323,
,,,,,,,
HLH106,4112,-0.331564416,7.567640773,11.24590528,0.014410097,0.235960864,
,,,,,,,
PDZ-GEF,4967,-0.379708728,6.754070601,11.22234484,0.014474742,0.236361396,
,,,,,,,
Nufip,1511,0.300960218,5.621461952,11.21093282,0.014506193,0.236361396,
,,,,,,,
CG7611,2851,-0.285627672,8.429830258,11.15041656,0.014674494,0.238337135,
,,,,,,,
CG8646,1669,-0.318564835,5.878176318,11.13601007,0.014714942,0.238337135,
,,,,,,,
rut,6746,-0.619624356,6.640290467,11.12860083,0.014735801,0.238337135,
,,,,,,,
FBgn0266019 eval 8e-07,1467,0.309675443,4.761399713,11.06306055,0.014922038,0.240759245,
,,,,,,,
ATP8B,6305,-0.398129107,6.624645517,11.01011351,0.015074777,0.24263038,
,,,,,,,
CG42678,1184,-0.284726284,6.234261041,10.95795351,0.015227281,0.243860864,
,,,,,,,
l(2)35Cc,539,0.3458972,4.96125197,10.95793628,0.015227331,0.243860864,
,,,,,,,
CG6796,1492,-0.314175962,5.152916785,10.94614459,0.015262091,0.243860864,
,,,,,,,
nahoda,3257,-0.459994556,3.598978981,10.91547188,0.015353002,0.244720921,
,,,,,,,
CG8326,1029,0.357446805,4.533626164,10.87733638,0.015467037,0.245944527,
,,,,,,,
CG12207,1972,-0.417592042,5.993814809,10.84461828,0.01556577,0.246187296,
,,,,,,,
CG42593,7150,-0.297907786,7.821303524,10.82529822,0.015624465,0.246187296,
,,,,,,,
CG11170,1186,-0.380278909,6.52657889,10.82347117,0.015630031,0.246187296,
,,,,,,,
Gyc32E_v2,1188,-0.639660526,1.124187834,10.82297864,0.015631532,0.246187296,
,,,,,,,
CG32164,3669,0.285183009,9.431374936,10.7983636,0.015706784,0.246783494,
,,,,,,,
CG9915_v2,470,-0.480620533,6.210509883,10.68467187,0.016060666,0.251367342,
,,,,,,,
sqa,999,0.697363211,1.091334737,10.66175582,0.016133274,0.251367342,
,,,,,,,
viaf,918,-0.369947637,8.087635205,10.65771748,0.016146114,0.251367342,
,,,,,,,
CG6006_v2,958,-0.776495291,1.189107745,10.64947901,0.016172351,0.251367342,
,,,,,,,
DLP,2029,0.333934349,7.962243263,10.64426474,0.016188986,0.251367342,
,,,,,,,
wda,2201,-0.294296128,7.34052553,10.59194348,0.016357171,0.253382558,
,,,,,,,
RluA-1,2554,-0.516838551,5.122881204,10.50245098,0.016650256,0.256908589,
,,,,,,,
atl,3404,-0.496348841,8.380360336,10.49871031,0.016662657,0.256908589,
,,,,,,,
CG32264,2763,-0.343085728,7.017131404,10.42845635,0.016897871,0.259927857,
,,,,,,,
CG15643,1270,-0.369627115,5.653482853,10.38947542,0.017030284,0.261355454,
,,,,,,,
CG34424,594,0.320612859,3.907582708,10.37461885,0.017081112,0.261527287,
,,,,,,,
CG6204,3222,-0.343608269,6.120377763,10.33377754,0.017221883,0.263072235,
,,,,,,,
fru_v2,1012,-0.51231982,3.114101474,10.29372234,0.017361444,0.264591608,
,,,,,,,
didum_v2,2373,-0.283905186,7.166801991,10.23822373,0.017557304,0.266363064,
,,,,,,,
Actn_v2,7242,-0.399107042,6.985941578,10.23791338,0.017558408,0.266363064,
,,,,,,,
slo,3648,-0.681418442,4.401354232,10.22486324,0.017604893,0.266455701,
,,,,,,,
Ncc69,3841,-0.26993495,7.28029905,10.19615682,0.017707722,0.267077257,
,,,,,,,
crb,7292,-0.427672561,6.508986588,10.19082625,0.017726904,0.267077257,
,,,,,,,
Eps-15,2560,-0.417235625,6.582083045,10.16950195,0.017803917,0.267626532,
,,,,,,,
CG11550,1165,0.421897085,3.117422478,10.14130334,0.01790644,0.268555906,
,,,,,,,
didum_v3,3686,-0.26819755,8.192525432,10.11837812,0.017990369,0.269202823,
,,,,,,,
CG18659,2551,-0.387268898,5.997362428,10.05345285,0.018230911,0.27218503,
,,,,,,,
CG8036,2384,0.290252309,8.088457655,10.02663796,0.018331504,0.273069065,
,,,,,,,
PNUTS,4567,-0.28096158,6.217564953,10.00821727,0.018401035,0.273487448,
,,,,,,,
Nmda1,1905,-0.325408723,6.031988901,9.99512235,0.018450676,0.273609006,
,,,,,,,
CG43861,3605,-0.262827368,6.959217752,9.940244329,0.018660655,0.276102385,
,,,,,,,
nmdyn-D7,1183,0.489645681,2.351971198,9.916823059,0.018751238,0.276821972,
,,,,,,,
CG3632,979,0.317587842,3.696023909,9.79092695,0.019248289,0.283283013,
,,,,,,,
CG43778,4905,-0.2602386,8.806359477,9.7743373,0.019315086,0.283283013,
,,,,,,,
vap,8571,-0.276854554,7.642064729,9.773141379,0.019319913,0.283283013,
,,,,,,,
blot,3761,-0.268959375,8.247624374,9.751326916,0.019408247,0.283283013,
,,,,,,,
CG6752_v2,1984,-0.329781167,4.156921485,9.719500018,0.019538088,0.283283013,
,,,,,,,
CG2837,776,0.593742574,1.265837635,9.715466429,0.019554626,0.283283013,
,,,,,,,
CR40641_v2,263,-0.554693852,7.922814676,9.713004385,0.01956473,0.283283013,
,,,,,,,
mmy,2834,-0.287139101,6.488568875,9.711612333,0.019570445,0.283283013,
,,,,,,,
Sec16_v2,913,-0.485477696,5.971844902,9.689928527,0.019659765,0.283283013,
,,,,,,,
Skp2,1750,-0.265556967,7.757273479,9.689154371,0.019662964,0.283283013,
,,,,,,,
CG13907,3712,-0.353735102,6.726840143,9.678552303,0.019706842,0.283283013,
,,,,,,,
Sod3,751,-0.373331836,6.839815519,9.665157789,0.019762464,0.283283013,
,,,,,,,
CG9323,578,-0.271412861,5.474522093,9.657895529,0.019792708,0.283283013,
,,,,,,,
kar,2400,-0.345560749,7.868477006,9.651333587,0.019820089,0.283283013,
,,,,,,,
CR41619,429,-0.476008702,7.430582319,9.648287479,0.019832816,0.283283013,
,,,,,,,
ewg,2758,-0.256963371,6.022272716,9.636252792,0.019883206,0.283389367,
,,,,,,,
CG14688,1117,0.437379737,4.258962466,9.608514078,0.02,0.283961296,
,,,,,,,
FANCI,4348,-0.315516763,6.454825971,9.606291863,0.020009396,0.283961296,
,,,,,,,
Set2_v2,814,-0.28682071,5.708256651,9.400919513,0.020903689,0.296015967,
,,,,,,,
Dnz1,2412,-0.305740301,6.42666887,9.342484205,0.021167822,0.298893553,
,,,,,,,
CG6923,1831,-0.281882268,9.924652836,9.334416422,0.021204637,0.298893553,
,,,,,,,
CG14883,1313,-0.381083654,3.406648243,9.324932195,0.021248024,0.298893553,
,,,,,,,
CG42684,6486,-0.508375754,7.647283178,9.311198202,0.021311062,0.298893553,
,,,,,,,
CG3280_v2,4385,-0.284098634,7.43286494,9.3063524,0.021333363,0.298893553,
